<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.09.28	12:50:00	0.95554	0.95556	0.95502	0.95506	108	0	1
2022.09.28	12:51:00	0.95506	0.95529	0.95506	0.95529	98	0	1
2022.09.28	12:52:00	0.95529	0.95535	0.95513	0.95521	83	0	1
2022.09.28	12:53:00	0.95522	0.95533	0.95515	0.95524	91	0	1
2022.09.28	12:54:00	0.95523	0.95555	0.95521	0.95545	97	0	1
2022.09.28	12:55:00	0.95545	0.95549	0.95501	0.95501	82	0	1
2022.09.28	12:56:00	0.95501	0.95514	0.95477	0.95501	91	0	1
2022.09.28	12:57:00	0.95501	0.95507	0.95493	0.95498	51	0	1
2022.09.28	12:58:00	0.95497	0.95503	0.95463	0.95467	76	0	1
2022.09.28	12:59:00	0.95468	0.95475	0.95438	0.95439	90	0	1
2022.09.28	13:00:00	0.95437	0.95455	0.95437	0.95452	96	0	1
2022.09.28	13:01:00	0.95452	0.95568	0.95452	0.95560	189	0	0
2022.09.28	13:02:00	0.95566	0.96024	0.95554	0.95966	397	0	0
2022.09.28	13:03:00	0.95968	0.95999	0.95703	0.95712	500	0	5
2022.09.28	13:04:00	0.95709	0.95711	0.95544	0.95577	458	0	6
2022.09.28	13:05:00	0.95578	0.95581	0.95379	0.95491	443	0	0
2022.09.28	13:06:00	0.95491	0.95566	0.95482	0.95509	385	0	7
2022.09.28	13:07:00	0.95508	0.95560	0.95446	0.95506	364	0	5
2022.09.28	13:08:00	0.95508	0.95614	0.95489	0.95602	341	0	6
2022.09.28	13:09:00	0.95597	0.95707	0.95595	0.95672	347	0	1
2022.09.28	13:10:00	0.95673	0.95776	0.95637	0.95768	331	0	5
2022.09.28	13:11:00	0.95768	0.95788	0.95722	0.95788	329	0	6
2022.09.28	13:12:00	0.95788	0.95894	0.95768	0.95878	331	0	1
2022.09.28	13:13:00	0.95879	0.95895	0.95801	0.95806	265	0	7
2022.09.28	13:14:00	0.95806	0.95860	0.95804	0.95851	286	0	6
2022.09.28	13:15:00	0.95851	0.95866	0.95765	0.95784	300	0	5
2022.09.28	13:16:00	0.95784	0.95872	0.95775	0.95793	358	0	6
2022.09.28	13:17:00	0.95793	0.95837	0.95726	0.95743	279	0	6
2022.09.28	13:18:00	0.95743	0.95758	0.95691	0.95724	231	0	6
2022.09.28	13:19:00	0.95723	0.95841	0.95723	0.95841	244	0	1
2022.09.28	13:20:00	0.95841	0.95863	0.95815	0.95819	297	0	1
2022.09.28	13:21:00	0.95818	0.95869	0.95791	0.95857	287	0	1
2022.09.28	13:22:00	0.95857	0.95914	0.95857	0.95887	270	0	1
2022.09.28	13:23:00	0.95887	0.95888	0.95792	0.95853	278	0	1
2022.09.28	13:24:00	0.95853	0.95936	0.95853	0.95932	248	0	0
2022.09.28	13:25:00	0.95932	0.95938	0.95854	0.95854	237	0	1
2022.09.28	13:26:00	0.95855	0.95857	0.95800	0.95807	256	0	1
2022.09.28	13:27:00	0.95807	0.95821	0.95742	0.95758	259	0	1
2022.09.28	13:28:00	0.95761	0.95782	0.95719	0.95732	279	0	1
2022.09.28	13:29:00	0.95733	0.95800	0.95723	0.95783	263	0	1
2022.09.28	13:30:00	0.95784	0.95823	0.95756	0.95822	217	0	1
2022.09.28	13:31:00	0.95820	0.95857	0.95776	0.95782	234	0	1
2022.09.28	13:32:00	0.95782	0.95782	0.95685	0.95688	247	0	1
2022.09.28	13:33:00	0.95690	0.95725	0.95665	0.95665	247	0	1
2022.09.28	13:34:00	0.95665	0.95728	0.95653	0.95704	245	0	1
2022.09.28	13:35:00	0.95704	0.95713	0.95662	0.95708	202	0	1
2022.09.28	13:36:00	0.95710	0.95793	0.95701	0.95760	241	0	1
2022.09.28	13:37:00	0.95760	0.95772	0.95729	0.95763	222	0	1
2022.09.28	13:38:00	0.95762	0.95762	0.95706	0.95710	223	0	1
2022.09.28	13:39:00	0.95715	0.95760	0.95706	0.95758	241	0	1
2022.09.28	13:40:00	0.95759	0.95789	0.95740	0.95788	310	0	1
2022.09.28	13:41:00	0.95784	0.95819	0.95778	0.95789	306	0	1
2022.09.28	13:42:00	0.95789	0.95789	0.95712	0.95725	296	0	1
2022.09.28	13:43:00	0.95724	0.95755	0.95718	0.95738	299	0	1
2022.09.28	13:44:00	0.95739	0.95741	0.95689	0.95727	235	0	1
2022.09.28	13:45:00	0.95727	0.95727	0.95646	0.95646	194	0	1
2022.09.28	13:46:00	0.95646	0.95653	0.95569	0.95574	244	0	1
2022.09.28	13:47:00	0.95575	0.95638	0.95564	0.95605	205	0	1
2022.09.28	13:48:00	0.95603	0.95613	0.95583	0.95607	238	0	1
2022.09.28	13:49:00	0.95608	0.95680	0.95608	0.95679	260	0	1
2022.09.28	13:50:00	0.95679	0.95682	0.95628	0.95634	210	0	1
2022.09.28	13:51:00	0.95629	0.95658	0.95614	0.95650	237	0	1
2022.09.28	13:52:00	0.95651	0.95663	0.95615	0.95654	245	0	1
2022.09.28	13:53:00	0.95657	0.95691	0.95630	0.95680	264	0	1
2022.09.28	13:54:00	0.95677	0.95705	0.95662	0.95671	271	0	1
2022.09.28	13:55:00	0.95672	0.95710	0.95650	0.95710	334	0	0
2022.09.28	13:56:00	0.95710	0.95733	0.95698	0.95732	198	0	1
2022.09.28	13:57:00	0.95733	0.95733	0.95690	0.95721	246	0	1
2022.09.28	13:58:00	0.95722	0.95737	0.95689	0.95723	311	0	1
2022.09.28	13:59:00	0.95724	0.95748	0.95718	0.95742	234	0	1
2022.09.28	14:00:00	0.95742	0.95752	0.95654	0.95654	333	0	0
2022.09.28	14:01:00	0.95654	0.95707	0.95645	0.95666	315	0	1
2022.09.28	14:02:00	0.95668	0.95683	0.95647	0.95665	311	0	0
2022.09.28	14:03:00	0.95665	0.95686	0.95648	0.95655	315	0	1
2022.09.28	14:04:00	0.95655	0.95658	0.95572	0.95579	292	0	1
2022.09.28	14:05:00	0.95579	0.95595	0.95533	0.95548	315	0	1
2022.09.28	14:06:00	0.95547	0.95572	0.95527	0.95527	297	0	1
2022.09.28	14:07:00	0.95525	0.95538	0.95515	0.95535	246	0	1
2022.09.28	14:08:00	0.95534	0.95564	0.95522	0.95526	264	0	1
2022.09.28	14:09:00	0.95527	0.95577	0.95524	0.95559	256	0	1
2022.09.28	14:10:00	0.95556	0.95600	0.95546	0.95582	250	0	1
2022.09.28	14:11:00	0.95583	0.95597	0.95569	0.95591	243	0	1
2022.09.28	14:12:00	0.95591	0.95636	0.95591	0.95622	271	0	1
2022.09.28	14:13:00	0.95621	0.95643	0.95602	0.95613	256	0	1
2022.09.28	14:14:00	0.95611	0.95618	0.95558	0.95580	281	0	1
2022.09.28	14:15:00	0.95584	0.95590	0.95549	0.95555	234	0	1
2022.09.28	14:16:00	0.95555	0.95591	0.95532	0.95542	241	0	1
2022.09.28	14:17:00	0.95546	0.95566	0.95526	0.95529	276	0	1
2022.09.28	14:18:00	0.95528	0.95588	0.95524	0.95576	282	0	1
2022.09.28	14:19:00	0.95576	0.95638	0.95573	0.95626	241	0	1
2022.09.28	14:20:00	0.95626	0.95626	0.95532	0.95532	260	0	1
2022.09.28	14:21:00	0.95533	0.95548	0.95511	0.95541	250	0	1
2022.09.28	14:22:00	0.95543	0.95568	0.95537	0.95549	243	0	1
2022.09.28	14:23:00	0.95548	0.95561	0.95526	0.95532	189	0	1
2022.09.28	14:24:00	0.95532	0.95565	0.95527	0.95564	216	0	1
2022.09.28	14:25:00	0.95564	0.95591	0.95552	0.95585	191	0	1
2022.09.28	14:26:00	0.95585	0.95597	0.95571	0.95578	185	0	1
2022.09.28	14:27:00	0.95577	0.95582	0.95530	0.95547	244	0	1
2022.09.28	14:28:00	0.95547	0.95580	0.95535	0.95571	228	0	1
2022.09.28	14:29:00	0.95569	0.95576	0.95510	0.95518	221	0	1
2022.09.28	14:30:00	0.95520	0.95577	0.95506	0.95558	258	0	1
2022.09.28	14:31:00	0.95557	0.95607	0.95547	0.95594	207	0	0
2022.09.28	14:32:00	0.95592	0.95670	0.95592	0.95649	235	0	0
2022.09.28	14:33:00	0.95648	0.95653	0.95621	0.95636	225	0	1
2022.09.28	14:34:00	0.95636	0.95662	0.95607	0.95614	205	0	1
2022.09.28	14:35:00	0.95615	0.95624	0.95580	0.95593	234	0	1
2022.09.28	14:36:00	0.95593	0.95615	0.95553	0.95580	242	0	1
2022.09.28	14:37:00	0.95581	0.95613	0.95574	0.95597	247	0	0
2022.09.28	14:38:00	0.95601	0.95651	0.95593	0.95634	214	0	1
2022.09.28	14:39:00	0.95635	0.95635	0.95577	0.95596	225	0	1
2022.09.28	14:40:00	0.95596	0.95597	0.95568	0.95574	187	0	1
2022.09.28	14:41:00	0.95574	0.95579	0.95536	0.95565	227	0	1
2022.09.28	14:42:00	0.95565	0.95596	0.95554	0.95589	216	0	1
2022.09.28	14:43:00	0.95589	0.95629	0.95572	0.95629	231	0	1
2022.09.28	14:44:00	0.95629	0.95674	0.95629	0.95650	191	0	1
2022.09.28	14:45:00	0.95648	0.95651	0.95597	0.95605	196	0	1
2022.09.28	14:46:00	0.95608	0.95613	0.95576	0.95594	253	0	1
2022.09.28	14:47:00	0.95594	0.95608	0.95579	0.95602	221	0	1
2022.09.28	14:48:00	0.95603	0.95604	0.95557	0.95588	198	0	1
2022.09.28	14:49:00	0.95590	0.95630	0.95587	0.95621	178	0	1
2022.09.28	14:50:00	0.95624	0.95643	0.95581	0.95612	203	0	1
2022.09.28	14:51:00	0.95612	0.95627	0.95601	0.95614	171	0	1
2022.09.28	14:52:00	0.95614	0.95636	0.95614	0.95629	229	0	1
2022.09.28	14:53:00	0.95629	0.95646	0.95616	0.95618	149	0	1
2022.09.28	14:54:00	0.95619	0.95644	0.95617	0.95624	168	0	1
2022.09.28	14:55:00	0.95624	0.95640	0.95578	0.95606	214	0	1
2022.09.28	14:56:00	0.95606	0.95616	0.95573	0.95593	189	0	1
2022.09.28	14:57:00	0.95598	0.95628	0.95598	0.95626	176	0	1
2022.09.28	14:58:00	0.95626	0.95661	0.95622	0.95656	150	0	1
2022.09.28	14:59:00	0.95655	0.95676	0.95655	0.95660	192	0	1
2022.09.28	15:00:00	0.95660	0.95729	0.95658	0.95723	279	0	1
2022.09.28	15:01:00	0.95723	0.95736	0.95680	0.95701	267	0	1
2022.09.28	15:02:00	0.95701	0.95717	0.95667	0.95682	255	0	1
2022.09.28	15:03:00	0.95682	0.95708	0.95670	0.95703	247	0	1
2022.09.28	15:04:00	0.95704	0.95714	0.95673	0.95713	241	0	1
2022.09.28	15:05:00	0.95710	0.95730	0.95675	0.95684	266	0	1
2022.09.28	15:06:00	0.95687	0.95712	0.95671	0.95685	226	0	0
2022.09.28	15:07:00	0.95686	0.95716	0.95677	0.95697	190	0	1
2022.09.28	15:08:00	0.95697	0.95739	0.95687	0.95729	263	0	1
2022.09.28	15:09:00	0.95729	0.95738	0.95682	0.95687	248	0	1
2022.09.28	15:10:00	0.95684	0.95717	0.95674	0.95715	238	0	1
2022.09.28	15:11:00	0.95715	0.95721	0.95654	0.95662	236	0	1
2022.09.28	15:12:00	0.95664	0.95715	0.95658	0.95701	214	0	1
2022.09.28	15:13:00	0.95701	0.95703	0.95652	0.95671	287	0	1
2022.09.28	15:14:00	0.95672	0.95682	0.95636	0.95643	237	0	1
2022.09.28	15:15:00	0.95642	0.95682	0.95642	0.95681	225	0	1
2022.09.28	15:16:00	0.95680	0.95697	0.95629	0.95629	280	0	1
2022.09.28	15:17:00	0.95628	0.95643	0.95600	0.95623	297	0	1
2022.09.28	15:18:00	0.95624	0.95709	0.95624	0.95686	360	0	1
2022.09.28	15:19:00	0.95684	0.95728	0.95667	0.95727	274	0	1
2022.09.28	15:20:00	0.95743	0.95795	0.95732	0.95795	309	0	1
2022.09.28	15:21:00	0.95795	0.95796	0.95771	0.95773	285	0	1
2022.09.28	15:22:00	0.95773	0.95797	0.95749	0.95768	245	0	0
2022.09.28	15:23:00	0.95767	0.95857	0.95757	0.95833	260	0	0
2022.09.28	15:24:00	0.95832	0.95886	0.95822	0.95863	283	0	1
2022.09.28	15:25:00	0.95863	0.95866	0.95796	0.95803	260	0	1
2022.09.28	15:26:00	0.95804	0.95830	0.95796	0.95802	250	0	0
2022.09.28	15:27:00	0.95802	0.95837	0.95796	0.95814	220	0	0
2022.09.28	15:28:00	0.95814	0.95818	0.95772	0.95804	224	0	1
2022.09.28	15:29:00	0.95805	0.95831	0.95794	0.95817	223	0	1
2022.09.28	15:30:00	0.95816	0.95824	0.95767	0.95768	200	0	1
2022.09.28	15:31:00	0.95767	0.95817	0.95758	0.95808	245	0	1
2022.09.28	15:32:00	0.95808	0.95869	0.95801	0.95842	238	0	1
2022.09.28	15:33:00	0.95846	0.95864	0.95800	0.95813	221	0	1
2022.09.28	15:34:00	0.95814	0.95848	0.95783	0.95844	225	0	0
2022.09.28	15:35:00	0.95845	0.95880	0.95839	0.95875	248	0	1
2022.09.28	15:36:00	0.95877	0.95899	0.95845	0.95852	288	0	1
2022.09.28	15:37:00	0.95855	0.95892	0.95830	0.95875	283	0	1
2022.09.28	15:38:00	0.95873	0.95922	0.95852	0.95911	216	0	1
2022.09.28	15:39:00	0.95913	0.95967	0.95897	0.95925	240	0	0
2022.09.28	15:40:00	0.95925	0.95947	0.95846	0.95864	237	0	1
2022.09.28	15:41:00	0.95864	0.95889	0.95853	0.95856	239	0	0
2022.09.28	15:42:00	0.95856	0.95869	0.95835	0.95855	211	0	0
2022.09.28	15:43:00	0.95856	0.95909	0.95855	0.95904	201	0	0
2022.09.28	15:44:00	0.95896	0.95913	0.95866	0.95877	238	0	1
2022.09.28	15:45:00	0.95877	0.95908	0.95869	0.95869	236	0	0
2022.09.28	15:46:00	0.95868	0.95874	0.95838	0.95866	207	0	0
2022.09.28	15:47:00	0.95867	0.95879	0.95861	0.95868	161	0	1
2022.09.28	15:48:00	0.95868	0.95889	0.95852	0.95876	154	0	1
2022.09.28	15:49:00	0.95875	0.95875	0.95768	0.95778	244	0	0
2022.09.28	15:50:00	0.95778	0.95830	0.95778	0.95811	227	0	0
2022.09.28	15:51:00	0.95810	0.95818	0.95798	0.95817	179	0	1
2022.09.28	15:52:00	0.95817	0.95826	0.95794	0.95810	210	0	1
2022.09.28	15:53:00	0.95810	0.95811	0.95788	0.95796	242	0	1
2022.09.28	15:54:00	0.95795	0.95809	0.95747	0.95753	204	0	1
2022.09.28	15:55:00	0.95754	0.95773	0.95735	0.95750	212	0	1
2022.09.28	15:56:00	0.95750	0.95781	0.95750	0.95764	234	0	1
2022.09.28	15:57:00	0.95764	0.95827	0.95764	0.95823	241	0	1
2022.09.28	15:58:00	0.95824	0.95839	0.95809	0.95821	243	0	1
2022.09.28	15:59:00	0.95818	0.95861	0.95809	0.95850	229	0	1
2022.09.28	16:00:00	0.95850	0.95850	0.95794	0.95821	282	0	1
2022.09.28	16:01:00	0.95822	0.95879	0.95820	0.95878	220	0	1
2022.09.28	16:02:00	0.95877	0.95896	0.95873	0.95884	221	0	0
2022.09.28	16:03:00	0.95883	0.95943	0.95878	0.95912	234	0	0
2022.09.28	16:04:00	0.95912	0.95921	0.95860	0.95877	251	0	0
2022.09.28	16:05:00	0.95878	0.95909	0.95868	0.95868	214	0	0
2022.09.28	16:06:00	0.95868	0.95910	0.95868	0.95876	289	0	1
2022.09.28	16:07:00	0.95877	0.95888	0.95836	0.95847	246	0	0
2022.09.28	16:08:00	0.95846	0.95858	0.95794	0.95801	229	0	1
2022.09.28	16:09:00	0.95800	0.95817	0.95785	0.95787	219	0	0
2022.09.28	16:10:00	0.95790	0.95809	0.95783	0.95797	231	0	1
2022.09.28	16:11:00	0.95797	0.95813	0.95764	0.95796	226	0	1
2022.09.28	16:12:00	0.95788	0.95804	0.95761	0.95767	227	0	0
2022.09.28	16:13:00	0.95768	0.95856	0.95766	0.95831	180	0	0
2022.09.28	16:14:00	0.95831	0.95834	0.95802	0.95819	200	0	1
2022.09.28	16:15:00	0.95821	0.95855	0.95813	0.95823	216	0	1
2022.09.28	16:16:00	0.95821	0.95866	0.95818	0.95848	238	0	0
2022.09.28	16:17:00	0.95846	0.95854	0.95796	0.95796	216	0	1
2022.09.28	16:18:00	0.95796	0.95809	0.95775	0.95776	202	0	0
2022.09.28	16:19:00	0.95776	0.95849	0.95770	0.95830	218	0	0
2022.09.28	16:20:00	0.95825	0.95825	0.95785	0.95788	189	0	0
2022.09.28	16:21:00	0.95788	0.95799	0.95758	0.95789	162	0	1
2022.09.28	16:22:00	0.95790	0.95811	0.95777	0.95801	204	0	0
2022.09.28	16:23:00	0.95802	0.95839	0.95801	0.95830	187	0	0
2022.09.28	16:24:00	0.95830	0.95871	0.95811	0.95848	225	0	1
2022.09.28	16:25:00	0.95849	0.95865	0.95835	0.95849	233	0	0
2022.09.28	16:26:00	0.95850	0.95908	0.95813	0.95897	247	0	0
2022.09.28	16:27:00	0.95897	0.95905	0.95856	0.95859	221	0	1
2022.09.28	16:28:00	0.95859	0.95878	0.95826	0.95832	268	0	1
2022.09.28	16:29:00	0.95832	0.95886	0.95830	0.95871	235	0	0
2022.09.28	16:30:00	0.95871	0.95903	0.95832	0.95856	312	0	0
2022.09.28	16:31:00	0.95855	0.95869	0.95831	0.95833	260	0	0
2022.09.28	16:32:00	0.95833	0.95866	0.95815	0.95860	299	0	1
2022.09.28	16:33:00	0.95862	0.95870	0.95834	0.95846	243	0	0
2022.09.28	16:34:00	0.95846	0.95852	0.95768	0.95779	276	0	1
2022.09.28	16:35:00	0.95776	0.95853	0.95771	0.95847	285	0	0
2022.09.28	16:36:00	0.95847	0.95883	0.95838	0.95853	274	0	0
2022.09.28	16:37:00	0.95853	0.95864	0.95812	0.95816	270	0	0
2022.09.28	16:38:00	0.95816	0.95846	0.95810	0.95818	261	0	1
2022.09.28	16:39:00	0.95821	0.95878	0.95816	0.95876	195	0	0
2022.09.28	16:40:00	0.95875	0.95897	0.95838	0.95888	239	0	0
2022.09.28	16:41:00	0.95888	0.95923	0.95880	0.95887	206	0	0
2022.09.28	16:42:00	0.95887	0.95898	0.95857	0.95861	260	0	0
2022.09.28	16:43:00	0.95862	0.95999	0.95859	0.95999	262	0	0
2022.09.28	16:44:00	0.96004	0.96162	0.95969	0.96127	311	0	0
2022.09.28	16:45:00	0.96127	0.96172	0.96066	0.96082	346	0	1
2022.09.28	16:46:00	0.96082	0.96096	0.96050	0.96085	301	0	0
2022.09.28	16:47:00	0.96083	0.96221	0.96062	0.96221	306	0	0
2022.09.28	16:48:00	0.96214	0.96295	0.96184	0.96263	355	0	1
2022.09.28	16:49:00	0.96263	0.96375	0.96263	0.96282	327	0	0
2022.09.28	16:50:00	0.96278	0.96304	0.96257	0.96295	328	0	1
2022.09.28	16:51:00	0.96298	0.96333	0.96268	0.96278	331	0	1
2022.09.28	16:52:00	0.96275	0.96278	0.96225	0.96232	332	0	0
2022.09.28	16:53:00	0.96234	0.96244	0.96218	0.96228	301	0	1
2022.09.28	16:54:00	0.96229	0.96230	0.96173	0.96173	308	0	1
2022.09.28	16:55:00	0.96168	0.96184	0.96117	0.96131	313	0	1
2022.09.28	16:56:00	0.96132	0.96143	0.96057	0.96088	281	0	0
2022.09.28	16:57:00	0.96089	0.96097	0.96039	0.96043	213	0	1
2022.09.28	16:58:00	0.96042	0.96062	0.96031	0.96037	189	0	1
2022.09.28	16:59:00	0.96039	0.96058	0.96007	0.96049	235	0	1
2022.09.28	17:00:00	0.96048	0.96141	0.96048	0.96123	280	0	1
2022.09.28	17:01:00	0.96123	0.96123	0.96046	0.96049	296	0	1
2022.09.28	17:02:00	0.96048	0.96050	0.95946	0.95967	240	0	0
2022.09.28	17:03:00	0.95966	0.95984	0.95936	0.95968	310	0	0
2022.09.28	17:04:00	0.95964	0.95980	0.95936	0.95968	272	0	0
2022.09.28	17:05:00	0.95968	0.95992	0.95959	0.95991	265	0	1
2022.09.28	17:06:00	0.95991	0.96024	0.95972	0.96017	282	0	0
2022.09.28	17:07:00	0.96018	0.96064	0.95999	0.96031	260	0	0
2022.09.28	17:08:00	0.96026	0.96038	0.95987	0.95988	235	0	0
2022.09.28	17:09:00	0.95989	0.95994	0.95956	0.95961	224	0	0
2022.09.28	17:10:00	0.95962	0.96001	0.95960	0.96001	197	0	0
2022.09.28	17:11:00	0.96004	0.96062	0.95988	0.96037	243	0	1
2022.09.28	17:12:00	0.96038	0.96053	0.96011	0.96013	235	0	0
2022.09.28	17:13:00	0.96012	0.96046	0.96000	0.96046	171	0	0
2022.09.28	17:14:00	0.96046	0.96119	0.96041	0.96112	239	0	0
2022.09.28	17:15:00	0.96111	0.96120	0.95955	0.95968	225	0	0
2022.09.28	17:16:00	0.95969	0.96035	0.95968	0.95993	172	0	1
2022.09.28	17:17:00	0.95989	0.96006	0.95972	0.95977	221	0	1
2022.09.28	17:18:00	0.95977	0.95999	0.95947	0.95955	189	0	1
2022.09.28	17:19:00	0.95955	0.95991	0.95947	0.95986	142	0	1
2022.09.28	17:20:00	0.95989	0.96050	0.95989	0.96002	216	0	1
2022.09.28	17:21:00	0.96002	0.96029	0.95994	0.96011	214	0	1
2022.09.28	17:22:00	0.96013	0.96035	0.95986	0.96007	197	0	1
2022.09.28	17:23:00	0.96007	0.96043	0.95985	0.95994	244	0	0
2022.09.28	17:24:00	0.95995	0.96042	0.95991	0.96042	224	0	0
2022.09.28	17:25:00	0.96040	0.96107	0.96014	0.96059	252	0	0
2022.09.28	17:26:00	0.96060	0.96144	0.96059	0.96134	282	0	0
2022.09.28	17:27:00	0.96134	0.96183	0.96116	0.96180	276	0	1
2022.09.28	17:28:00	0.96180	0.96192	0.96148	0.96152	259	0	0
2022.09.28	17:29:00	0.96154	0.96178	0.96113	0.96167	257	0	1
2022.09.28	17:30:00	0.96168	0.96182	0.96132	0.96172	273	0	0
2022.09.28	17:31:00	0.96174	0.96232	0.96168	0.96229	233	0	0
2022.09.28	17:32:00	0.96228	0.96279	0.96183	0.96187	269	0	0
2022.09.28	17:33:00	0.96188	0.96270	0.96182	0.96245	261	0	1
2022.09.28	17:34:00	0.96247	0.96279	0.96240	0.96262	248	0	0
2022.09.28	17:35:00	0.96263	0.96273	0.96237	0.96252	214	0	0
2022.09.28	17:36:00	0.96249	0.96275	0.96211	0.96253	225	0	0
2022.09.28	17:37:00	0.96253	0.96278	0.96230	0.96268	225	0	0
2022.09.28	17:38:00	0.96263	0.96268	0.96186	0.96207	298	0	0
2022.09.28	17:39:00	0.96208	0.96223	0.96153	0.96179	269	0	0
2022.09.28	17:40:00	0.96179	0.96248	0.96176	0.96239	272	0	0
2022.09.28	17:41:00	0.96238	0.96243	0.96201	0.96229	237	0	0
2022.09.28	17:42:00	0.96230	0.96338	0.96230	0.96307	272	0	0
2022.09.28	17:43:00	0.96308	0.96322	0.96277	0.96308	211	0	0
2022.09.28	17:44:00	0.96308	0.96348	0.96308	0.96340	181	0	1
2022.09.28	17:45:00	0.96337	0.96350	0.96315	0.96334	237	0	0
2022.09.28	17:46:00	0.96334	0.96382	0.96318	0.96380	257	0	0
2022.09.28	17:47:00	0.96381	0.96381	0.96315	0.96328	297	0	0
2022.09.28	17:48:00	0.96326	0.96358	0.96259	0.96281	316	0	0
2022.09.28	17:49:00	0.96281	0.96332	0.96269	0.96325	298	0	1
2022.09.28	17:50:00	0.96326	0.96329	0.96237	0.96267	359	0	0
2022.09.28	17:51:00	0.96267	0.96279	0.96229	0.96251	330	0	1
2022.09.28	17:52:00	0.96255	0.96257	0.96178	0.96243	291	0	0
2022.09.28	17:53:00	0.96245	0.96263	0.96187	0.96202	321	0	1
2022.09.28	17:54:00	0.96202	0.96262	0.96185	0.96248	290	0	1
2022.09.28	17:55:00	0.96245	0.96255	0.96207	0.96225	288	0	1
2022.09.28	17:56:00	0.96222	0.96252	0.96198	0.96250	216	0	0
2022.09.28	17:57:00	0.96257	0.96293	0.96239	0.96290	302	0	1
2022.09.28	17:58:00	0.96289	0.96323	0.96284	0.96297	238	0	0
2022.09.28	17:59:00	0.96297	0.96325	0.96296	0.96312	154	0	0
2022.09.28	18:00:00	0.96312	0.96312	0.96240	0.96302	296	0	0
2022.09.28	18:01:00	0.96302	0.96344	0.96299	0.96322	254	0	0
2022.09.28	18:02:00	0.96319	0.96322	0.96277	0.96317	207	0	0
2022.09.28	18:03:00	0.96316	0.96432	0.96310	0.96427	243	0	0
2022.09.28	18:04:00	0.96427	0.96469	0.96404	0.96405	266	0	0
2022.09.28	18:05:00	0.96405	0.96447	0.96378	0.96433	243	0	1
2022.09.28	18:06:00	0.96434	0.96472	0.96379	0.96388	277	0	0
2022.09.28	18:07:00	0.96388	0.96388	0.96308	0.96309	268	0	1
2022.09.28	18:08:00	0.96316	0.96347	0.96307	0.96331	273	0	1
2022.09.28	18:09:00	0.96334	0.96334	0.96265	0.96279	245	0	1
2022.09.28	18:10:00	0.96279	0.96299	0.96267	0.96294	264	0	1
2022.09.28	18:11:00	0.96293	0.96346	0.96293	0.96331	252	0	1
2022.09.28	18:12:00	0.96331	0.96367	0.96326	0.96366	236	0	1
2022.09.28	18:13:00	0.96366	0.96370	0.96331	0.96339	235	0	1
2022.09.28	18:14:00	0.96339	0.96342	0.96320	0.96329	261	0	1
2022.09.28	18:15:00	0.96331	0.96353	0.96325	0.96329	247	0	1
2022.09.28	18:16:00	0.96330	0.96358	0.96314	0.96358	237	0	1
2022.09.28	18:17:00	0.96357	0.96382	0.96330	0.96341	227	0	0
2022.09.28	18:18:00	0.96341	0.96357	0.96320	0.96335	229	0	1
2022.09.28	18:19:00	0.96338	0.96357	0.96328	0.96350	223	0	1
2022.09.28	18:20:00	0.96350	0.96399	0.96346	0.96395	215	0	0
2022.09.28	18:21:00	0.96396	0.96431	0.96380	0.96429	209	0	1
2022.09.28	18:22:00	0.96428	0.96428	0.96393	0.96410	212	0	1
2022.09.28	18:23:00	0.96410	0.96447	0.96399	0.96431	227	0	0
2022.09.28	18:24:00	0.96431	0.96443	0.96423	0.96433	186	0	1
2022.09.28	18:25:00	0.96433	0.96461	0.96426	0.96431	235	0	1
2022.09.28	18:26:00	0.96431	0.96456	0.96425	0.96439	219	0	0
2022.09.28	18:27:00	0.96439	0.96459	0.96417	0.96445	227	0	1
2022.09.28	18:28:00	0.96446	0.96446	0.96344	0.96366	308	0	1
2022.09.28	18:29:00	0.96366	0.96435	0.96365	0.96375	320	0	1
2022.09.28	18:30:00	0.96375	0.96395	0.96355	0.96370	243	0	1
2022.09.28	18:31:00	0.96370	0.96374	0.96337	0.96340	223	0	0
2022.09.28	18:32:00	0.96348	0.96375	0.96339	0.96350	231	0	0
2022.09.28	18:33:00	0.96349	0.96402	0.96349	0.96367	226	0	0
2022.09.28	18:34:00	0.96368	0.96390	0.96353	0.96369	233	0	0
2022.09.28	18:35:00	0.96369	0.96379	0.96348	0.96360	229	0	0
2022.09.28	18:36:00	0.96361	0.96428	0.96358	0.96426	166	0	0
2022.09.28	18:37:00	0.96428	0.96441	0.96393	0.96433	185	0	0
2022.09.28	18:38:00	0.96429	0.96429	0.96378	0.96385	199	0	1
2022.09.28	18:39:00	0.96384	0.96401	0.96352	0.96391	224	0	1
2022.09.28	18:40:00	0.96393	0.96442	0.96388	0.96433	218	0	0
2022.09.28	18:41:00	0.96435	0.96453	0.96428	0.96450	202	0	1
2022.09.28	18:42:00	0.96449	0.96458	0.96424	0.96457	168	0	0
2022.09.28	18:43:00	0.96455	0.96466	0.96430	0.96464	169	0	1
2022.09.28	18:44:00	0.96463	0.96466	0.96426	0.96456	154	0	0
2022.09.28	18:45:00	0.96456	0.96485	0.96453	0.96460	142	0	0
2022.09.28	18:46:00	0.96460	0.96481	0.96459	0.96468	202	0	0
